bigram,log_odds_ratio
last sunday,-0.992
used trash,-0.992
purchasing gift,-0.992
already account,-0.992
gone girl,-0.992
much flavor,-0.992
worst part,-0.992
friend said,-0.992
would climb,-0.992
pushed new,-0.992
company states,-0.992
said excellent,-0.992
bag cup,-0.992
going place,-0.992
activities like,-0.992
pretty stupid,-0.992
update modem,-0.992
performance went,-0.992
leave bad,-0.992
apple support,-0.992
black mold,-0.992
bottle wine,-0.992
lid pops,-0.992
kids next,-0.992
baby room,-0.992
headphone stand,-0.992
thought buying,-0.992
elderly mother,-0.992
human error,-0.992
screen point,-0.992
decided wait,-0.992
using wipes,-0.992
camera remotely,-0.992
entire back,-0.992
least expect,-0.992
issues hearing,-0.992
item back,-0.992
new form,-0.992
still warranty,-0.992
normal wear,-0.992
bed love,-0.992
camera person,-0.992
card billed,-0.992
use advertised,-0.992
even large,-0.992
call day,-0.992
books etc,-0.992
inside amazon,-0.992
last entire,-0.992
know usually,-0.992
actually told,-0.992
dish towel,-0.992
least ten,-0.992
firestick even,-0.992
normal writing,-0.992
account devices,-0.992
car highly,-0.992
hours make,-0.992
chance use,-0.992
day tell,-0.992
update amazon,-0.992
link redeem,-0.992
rest summer,-0.992
first made,-0.992
something kids,-0.992
catch fire,-0.992
smaller sized,-0.992
book given,-0.992
using kindle,-0.992
negative things,-0.992
critical review,-0.992
choking hazards,-0.992
real person,-0.992
tried set,-0.992
working able,-0.992
gloves ever,-0.992
back make,-0.992
first wash,-0.992
please waste,-0.992
get decent,-0.992
repurchase another,-0.992
black screen,-0.992
hell want,-0.992
website amazon,-0.992
straight box,-0.992
great thick,-0.992
bluetooth range,-0.992
kids took,-0.992
issue said,-0.992
three one,-0.992
window frame,-0.992
read written,-0.992
sure others,-0.992
bottle leaks,-0.992
letting know,-0.992
mess would,-0.992
four five,-0.992
supposed feel,-0.992
get sorry,-0.992
need spend,-0.992
four polar,-0.992
son past,-0.992
daily coffee,-0.992
motion light,-0.992
price might,-0.992
public library,-0.992
cant really,-0.992
bought instead,-0.992
make video,-0.992
used work,-0.992
pre ordering,-0.992
far luck,-0.992
cards various,-0.992
different look,-0.992
leaking bags,-0.992
wait another,-0.992
wait patiently,-0.992
put stars,-0.992
wanted leave,-0.992
food poisoning,-0.992
without adapter,-0.992
service get,-0.992
broke fix,-0.992
right big,-0.992
legs spread,-0.992
amazon allow,-0.992
figured time,-0.992
got instructions,-0.992
husband literally,-0.992
wanted like,-0.992
inside white,-0.992
always order,-0.992
turkey tendons,-0.992
product right,-0.992
mildew resistant,-0.992
like parent,-0.992
could actually,-0.992
america anyway,-0.992
home want,-0.992
like plastic,-0.992
liked know,-0.992
amazon products,-0.992
expensive cost,-0.992
real actual,-0.992
shock mount,-0.992
high even,-0.992
months get,-0.992
experience want,-0.992
already used,-0.992
part subscription,-0.992
inches less,-0.992
kept reading,-0.992
best available,-0.992
money want,-0.992
pattern pattern,-0.992
pain clean,-0.992
new software,-0.992
various ways,-0.992
however even,-0.992
open second,-0.992
also wish,-0.992
mounted garage,-0.992
looking made,-0.992
electric sharpener,-0.992
open inside,-0.992
many get,-0.992
replace batteries,-0.992
like annoying,-0.992
stuff sure,-0.992
instead old,-0.992
strong female,-0.992
male lead,-0.992
devices installed,-0.992
constantly wet,-0.992
new kitchen,-0.992
review instead,-0.992
nitrile gloves,-0.992
purchased need,-0.992
well received,-0.992
camera advertised,-0.992
sound quite,-0.992
past wanted,-0.992
must changed,-0.992
see came,-0.992
one dry,-0.992
would kept,-0.992
something well,-0.992
empty bottle,-0.992
replaced batteries,-0.992
options one,-0.992
yoga mat,-0.992
reviews took,-0.992
without permission,-0.992
better books,-0.992
series knew,-0.992
reviews make,-0.992
size paper,-0.992
item next,-0.992
several chapters,-0.992
sure problem,-0.992
characters would,-0.992
results using,-0.992
card arrived,-0.992
get bottle,-0.992
problems husband,-0.992
downloaded without,-0.992
caught interest,-0.992
home improvement,-0.992
drops yet,-0.992
take trip,-0.992
leaks time,-0.992
room lights,-0.992
completely dead,-0.992
read know,-0.992
unable download,-0.992
setting actually,-0.992
got boyfriend,-0.992
disappointed first,-0.992
changed new,-0.992
came completely,-0.992
exceptional writing,-0.992
good become,-0.992
know yet,-0.992
devices think,-0.992
clear strips,-0.992
took awhile,-0.992
reviews could,-0.992
said hair,-0.992
away needed,-0.992
bought large,-0.992
home try,-0.992
heard noises,-0.992
run cleaning,-0.992
part movie,-0.992
hardware limitation,-0.992
vegetable oil,-0.992
especially low,-0.992
would caused,-0.992
cheaper walmart,-0.992
took microsoft,-0.992
ifit membership,-0.992
well looking,-0.992
read something,-0.992
waterproof hiking,-0.992
tried kill,-0.992
reads mind,-0.992
received magazines,-0.992
relaxing music,-0.992
ambient light,-0.992
sugar one,-0.992
come conclusion,-0.992
new mic,-0.992
kept changing,-0.992
keeps telling,-0.992
lower resolution,-0.992
amazon pay,-0.992
similar problems,-0.992
know ring,-0.992
flies really,-0.992
buy going,-0.992
storage screen,-0.992
extra usb,-0.992
day kindle,-0.992
poor review,-0.992
free safe,-0.992
factor authentication,-0.992
keep box,-0.992
company told,-0.992
music alexa,-0.992
connect even,-0.992
flavor pineapple,-0.992
five times,-0.992
money something,-0.992
using want,-0.992
thing done,-0.992
found fruit,-0.992
cut paste,-0.992
anything say,-0.992
allows water,-0.992
buy seller,-0.992
twist coming,-0.992
given stars,-0.992
complete sentences,-0.992
doorbell would,-0.992
sun shining,-0.992
issue devices,-0.992
replacement replacement,-0.992
time ask,-0.992
result often,-0.992
monitor house,-0.992
time place,-0.992
fine tune,-0.992
product false,-0.992
turned every,-0.992
rather buying,-0.992
trying work,-0.992
able send,-0.992
write bad,-0.992
return non,-0.992
play sound,-0.992
able turn,-0.992
sure reviewers,-0.992
around area,-0.992
device features,-0.992
money one,-0.992
plastic lid,-0.992
first three,-0.992
packaged plastic,-0.992
purchase product,-0.992
current software,-0.992
sent link,-0.992
cannot use,-0.992
nothing going,-0.992
bought mom,-0.992
update went,-0.992
download upload,-0.992
replace stick,-0.992
wonder many,-0.992
using second,-0.992
add card,-0.992
light wife,-0.992
item amazon,-0.992
incredibly dry,-0.992
return exchange,-0.992
love absolutely,-0.992
trouble shooting,-0.992
summer rolled,-0.992
order page,-0.992
helpful people,-0.992
went another,-0.992
back bench,-0.992
new versions,-0.992
knows else,-0.992
ask going,-0.992
save video,-0.992
office work,-0.992
tasted good,-0.992
excited use,-0.992
days ahead,-0.992
overall performance,-0.992
playback issues,-0.992
use eero,-0.992
delivered yesterday,-0.992
adding information,-0.992
pumpkin seeds,-0.992
going gym,-0.992
yeah get,-0.992
updated new,-0.992
say made,-0.992
much content,-0.992
fell short,-0.992
fast amazon,-0.992
kids playing,-0.992
grain allergy,-0.992
darn thing,-0.992
times watching,-0.992
amazon used,-0.992
spent hours,-0.992
would notice,-0.992
first ones,-0.992
key already,-0.992
enough money,-0.992
end well,-0.992
maybe bad,-0.992
times said,-0.992
couple ounces,-0.992
book writing,-0.992
better keep,-0.992
get cleaned,-0.992
welcome box,-0.992
flavors tried,-0.992
keep mom,-0.992
realize could,-0.992
scale like,-0.992
look terrible,-0.992
therapy enjoying,-0.992
opinion nice,-0.992
things even,-0.992
modem could,-0.992
ten pounds,-0.992
attempt make,-0.992
view pretty,-0.992
started got,-0.992
filter buy,-0.992
try pass,-0.992
hot touch,-0.992
stuff learned,-0.992
uses water,-0.992
thing since,-0.992
way means,-0.992
great performance,-0.992
still horrible,-0.992
sides makes,-0.992
around still,-0.992
something work,-0.992
people come,-0.992
even plastic,-0.992
device may,-0.992
smell horrible,-0.992
even attempt,-0.992
read right,-0.992
fumbling around,-0.992
one highest,-0.992
really sick,-0.992
stickers purchased,-0.992
great stainless,-0.992
series much,-0.992
adult content,-0.992
prior buying,-0.992
dont waste,-0.992
finding good,-0.992
experiencing problems,-0.992
porch well,-0.992
amount greed,-0.992
huge mistake,-0.992
open top,-0.992
lock place,-0.992
time deal,-0.992
com get,-0.992
serious flaws,-0.992
cutting corners,-0.992
within weeks,-0.992
open product,-0.992
amazon microsoft,-0.992
box new,-0.992
seems get,-0.992
child still,-0.992
kitchen table,-0.992
later took,-0.992
ivy league,-0.992
lasted almost,-0.992
feel different,-0.992
second gen,-0.992
two cups,-0.992
nice tool,-0.992
soon found,-0.992
car trip,-0.992
also control,-0.992
amazon sure,-0.992
product similar,-0.992
boxes arrived,-0.992
sleeping memory,-0.992
say play,-0.992
disappointed one,-0.992
immediately put,-0.992
filled morning,-0.992
fully cover,-0.992
stomach pains,-0.992
every lie,-0.992
walk bathroom,-0.992
left inches,-0.992
calcium iron,-0.992
time limit,-0.992
first episode,-0.992
see less,-0.992
product sure,-0.992
hair dryer,-0.992
need credit,-0.992
stop saying,-0.992
duracell batteries,-0.992
adding snack,-0.992
pops back,-0.992
problem free,-0.992
really anything,-0.992
fresh ones,-0.992
diaper size,-0.992
amazon check,-0.992
food would,-0.992
going send,-0.992
tell terrible,-0.992
fish oil,-0.992
leaking well,-0.992
work amazon,-0.992
second stick,-0.992
every sunday,-0.992
worse ever,-0.992
reviewers mentioning,-0.992
per camera,-0.992
buy never,-0.992
due heavy,-0.992
phone pocket,-0.992
small bag,-0.992
provide update,-0.992
let amazon,-0.992
food cats,-0.992
stating product,-0.992
book collections,-0.992
probably much,-0.992
many levels,-0.992
month decided,-0.992
test looking,-0.992
gay pride,-0.992
real story,-0.992
amazon thinks,-0.992
screw hole,-0.992
filter replacement,-0.992
comfortable hot,-0.992
get trade,-0.992
even sleep,-0.992
work covid,-0.992
wrong said,-0.992
got bad,-0.9462
made china,-0.9409
bought card,-0.9409
card file,-0.934
find another,-0.934
four hours,-0.934
best buy,-0.934
email amazon,-0.934
sparkling ice,-0.934
one box,-0.9128
still available,-0.9128
amazon bought,-0.9128
keep getting,-0.9128
update well,-0.9128
week half,-0.9128
could write,-0.9128
every seconds,-0.9128
box set,-0.9128
see happened,-0.9128
subscription service,-0.9128
monthly fee,-0.9128
amazon give,-0.9128
last couple,-0.9128
managed get,-0.9128
chime pro,-0.9128
wet brush,-0.9128
even want,-0.9128
take seconds,-0.9128
product years,-0.9128
device would,-0.9128
home depot,-0.9128
popular mechanics,-0.9128
red flag,-0.9128
water filter,-0.8993
home screen,-0.8951
even close,-0.8951
return policy,-0.8951
like got,-0.8951
almost immediately,-0.8951
finish book,-0.8951
poor quality,-0.8906
product description,-0.8873
blah blah,-0.8873
makes want,-0.8829
time still,-0.8671
product amazon,-0.8671
get replacement,-0.8671
care make,-0.867
really needs,-0.867
let forget,-0.867
old bed,-0.867
part setup,-0.867
someone really,-0.867
use way,-0.867
different size,-0.867
time try,-0.867
time open,-0.867
hate see,-0.867
cups coffee,-0.867
unable get,-0.867
seemed fine,-0.867
far much,-0.867
worse time,-0.867
product waste,-0.867
quality fabric,-0.867
warn others,-0.867
two cameras,-0.867
way work,-0.867
back get,-0.867
saying product,-0.867
activation fee,-0.867
whole box,-0.867
product feels,-0.867
matter buy,-0.867
thought may,-0.867
able purchase,-0.867
received due,-0.867
clearly see,-0.867
got last,-0.867
times month,-0.867
set second,-0.867
take money,-0.867
caught one,-0.867
bubble mailer,-0.867
money better,-0.867
ones box,-0.867
even kind,-0.867
till last,-0.867
pampers diapers,-0.867
leave one,-0.867
needs work,-0.867
buying something,-0.867
quality image,-0.867
amazon gave,-0.867
spent money,-0.867
ending thought,-0.867
swaddle blanket,-0.867
gen dot,-0.867
four months,-0.867
learned lesson,-0.867
thing right,-0.867
young girl,-0.867
issues would,-0.867
garden life,-0.867
replace one,-0.867
android tablet,-0.867
wish purchased,-0.867
wireless router,-0.867
shop lot,-0.867
harmful chemicals,-0.867
things wrong,-0.867
trying finish,-0.867
even added,-0.867
clearly marked,-0.867
back end,-0.867
batteries would,-0.867
less even,-0.867
system ring,-0.867
first box,-0.867
days even,-0.867
put gift,-0.867
amazon look,-0.867
ground breaking,-0.867
would given,-0.867
getting work,-0.867
life like,-0.867
work around,-0.867
years decided,-0.867
code click,-0.867
got worse,-0.867
first say,-0.867
many devices,-0.867
done research,-0.867
time remember,-0.867
even look,-0.867
replaced filter,-0.867
get could,-0.867
use day,-0.867
made aware,-0.867
finally managed,-0.867
reviews even,-0.867
parents would,-0.867
children book,-0.867
pay shipping,-0.867
turn back,-0.867
even send,-0.867
blue one,-0.867
anything use,-0.867
install software,-0.867
payment options,-0.867
good care,-0.867
amazon choice,-0.867
brand would,-0.867
believe one,-0.867
pain ass,-0.867
year last,-0.867
break one,-0.867
ship back,-0.867
great need,-0.867
movie would,-0.867
get terrible,-0.867
reason get,-0.867
daughter bought,-0.867
nursing pads,-0.867
liked idea,-0.867
excited finally,-0.867
body never,-0.867
story tell,-0.867
filter also,-0.867
dot actually,-0.867
thing learned,-0.867
recently received,-0.867
days first,-0.867
previously purchased,-0.867
completely changed,-0.867
little bow,-0.867
bit late,-0.867
animal lover,-0.867
runs android,-0.867
write honest,-0.867
camera mounted,-0.867
buy subscription,-0.867
release new,-0.867
well unfortunately,-0.867
alpha male,-0.867
purchased item,-0.867
help point,-0.867
read pages,-0.867
book far,-0.867
another amazon,-0.867
game want,-0.867
tiny plastic,-0.867
year tried,-0.867
speed test,-0.867
good months,-0.867
made face,-0.867
ever looked,-0.867
years would,-0.867
every character,-0.867
months order,-0.867
received last,-0.867
get life,-0.867
man named,-0.867
notice amazon,-0.867
wipes used,-0.867
get part,-0.867
used time,-0.867
small small,-0.867
set expectations,-0.867
since getting,-0.867
wiper blades,-0.867
set amazon,-0.867
bought item,-0.867
card thought,-0.867
avent bottle,-0.867
first took,-0.867
back starting,-0.867
getting much,-0.867
seriously wrong,-0.867
blink cameras,-0.867
wanted start,-0.867
immediately noticed,-0.867
leaves residue,-0.867
done anything,-0.867
make movie,-0.867
every corner,-0.867
white man,-0.867
keep looking,-0.867
low rating,-0.867
one looked,-0.867
anywhere near,-0.867
another hour,-0.867
camera would,-0.867
two would,-0.867
product made,-0.867
time product,-0.867
support product,-0.867
future murder,-0.867
product quality,-0.867
water ppm,-0.867
wanted add,-0.867
customer satisfaction,-0.867
better luck,-0.867
since purchase,-0.867
dont work,-0.867
trying use,-0.867
installed new,-0.867
days went,-0.867
hair soap,-0.867
everyone including,-0.867
hardware software,-0.867
people pay,-0.867
second purchase,-0.867
probably never,-0.867
set iphone,-0.867
get would,-0.867
seat cover,-0.867
gift card,-0.8597
money buy,-0.8459
ever bought,-0.8459
last weeks,-0.8459
make better,-0.8371
cannot find,-0.8371
low quality,-0.8371
one click,-0.8371
first pages,-0.8371
use amazon,-0.8371
cannot get,-0.8371
amazon gift,-0.8324
bad guy,-0.8293
may get,-0.8257
time story,-0.8159
new system,-0.8159
got job,-0.8159
year subscription,-0.8159
would consider,-0.8159
done next,-0.8159
would cost,-0.8159
update finally,-0.8159
add funds,-0.8159
security camera,-0.8159
use alexa,-0.8159
book wait,-0.8159
money would,-0.8159
amazon get,-0.8159
positive reviews,-0.8159
lot features,-0.8159
mic stand,-0.8159
entire box,-0.8159
rave reviews,-0.8159
buy digital,-0.8159
want fall,-0.8159
already paid,-0.8159
stick cams,-0.8159
way years,-0.8159
enjoyed beginning,-0.8159
pest control,-0.8159
arms legs,-0.8159
excited try,-0.8159
using pampers,-0.8159
new modem,-0.8159
never disappointed,-0.8159
directly amazon,-0.8159
get past,-0.8159
back product,-0.8159
amazon needs,-0.8159
echo devices,-0.8159
say use,-0.8159
ones used,-0.8159
bad product,-0.8159
might think,-0.8159
water pitcher,-0.8159
time called,-0.8159
thank god,-0.8159
little use,-0.8159
